scenario,adoption_rate,efficiency_a,average_speed,total_travel_time,total_energy_electric_mean,total_carbon_electric_mean,total_energy_gasoline_mean,total_carbon_gasoline_mean,E_electric_mean,E_drive_av_mean,E_compute_mean,E_v2x_mean,E_data_center_mean,E_RSU_mean,total_energy_electric_ci_lower,total_energy_electric_ci_upper,total_carbon_electric_ci_lower,total_carbon_electric_ci_upper,total_energy_gasoline_ci_lower,total_energy_gasoline_ci_upper,total_carbon_gasoline_ci_lower,total_carbon_gasoline_ci_upper,E_electric_ci_lower,E_electric_ci_upper,E_drive_av_ci_lower,E_drive_av_ci_upper,E_compute_ci_lower,E_compute_ci_upper,E_v2x_ci_lower,E_v2x_ci_upper,E_data_center_ci_lower,E_data_center_ci_upper,gasoline,electric,autonomous
"a 0.7 - adoption 60% - Gasoline 0.38, Electric 0.02, Autonomous 0.60 - Clustering 0.2, Routing 0.07",0.6,0.7,27.6,1538541304.347826,14645289267.57439,7332681198.032915,1613622120.0,3743603318.3999996,68023697.76876715,3735229922.00039,2310060278.6409297,4615623.9130434785,8492747999.999999,2931025.92,13495618381.064997,15838323071.698494,6723887365.243706,7990058811.099843,1613622120.0,1613622120.0,3743603318.3999996,3743603318.3999996,65830493.9961482,70208958.87813151,3420743490.258112,4062276466.9816394,2164052190.361604,2462880006.286033,4615623.9130434785,4615623.9130434785,8492747999.999999,8492747999.999999,0.38,0.020000000000000004,0.6
"a 0.7 - adoption 60% - Gasoline 0.38, Electric 0.02, Autonomous 0.60 - Clustering 0.2, Routing 0.07",0.6,0.7,27.6,1538541304.347826,14627196774.823973,7327725963.389252,1613622120.0,3743603318.3999996,68034002.03082226,3730588343.4809337,2311153775.254156,4615623.9130434785,8492747999.999999,2931025.92,13385270905.872162,15802040121.52084,6699562850.868666,7946324264.908187,1613622120.0,1613622120.0,3743603318.3999996,3743603318.3999996,66024118.40650408,70327470.3692574,3394040513.12445,4048981554.6323795,2157401286.935766,2457863786.585576,4615623.9130434785,4615623.9130434785,8492747999.999999,8492747999.999999,0.38,0.020000000000000004,0.6
"a 0.7 - adoption 60% - Gasoline 0.38, Electric 0.02, Autonomous 0.60 - Clustering 0.2, Routing 0.07",0.6,0.7,27.6,1538541304.347826,14647713446.263863,7335501580.534685,1613622120.0,3743603318.3999996,67996365.45950279,3735306265.414043,2307575539.440304,4615623.9130434785,8492747999.999999,2931025.92,13480290030.30654,15849108250.54256,6707235302.393698,8005956891.739362,1613622120.0,1613622120.0,3743603318.3999996,3743603318.3999996,65819186.01053938,70317748.02179088,3427957570.1994753,4077533049.6591926,2161510681.9976087,2463802125.2279024,4615623.9130434785,4615623.9130434785,8492747999.999999,8492747999.999999,0.38,0.020000000000000004,0.6
"a 0.7 - adoption 60% - Gasoline 0.38, Electric 0.02, Autonomous 0.60 - Clustering 0.3, Routing 0.03",0.6,0.7,27.6,1538541304.347826,14590584974.617464,7310041082.4676695,1613622120.0,3743603318.3999996,67951485.64147674,3719519031.210021,2305996077.7665963,4615623.9130434785,8492747999.999999,2931025.92,13339314185.160954,15843583992.978735,6651786663.5596285,7992522272.274547,1613622120.0,1613622120.0,3743603318.3999996,3743603318.3999996,65719166.72107091,70243266.53599314,3389867642.454608,4068317192.70215,2159136531.26408,2454167828.0467367,4615623.9130434785,4615623.9130434785,8492747999.999999,8492747999.999999,0.38,0.020000000000000004,0.6
"a 0.7 - adoption 60% - Gasoline 0.38, Electric 0.02, Autonomous 0.60 - Clustering 0.3, Routing 0.03",0.6,0.7,27.6,1538541304.347826,14607054606.41457,7314636931.621657,1613622120.0,3743603318.3999996,67987801.5226887,3723349476.9887815,2312055139.004015,4615623.9130434785,8492747999.999999,2931025.92,13355203638.031158,15786601369.472738,6679917810.066141,7961855013.105682,1613622120.0,1613622120.0,3743603318.3999996,3743603318.3999996,65699134.888472885,70108042.83836639,3396122797.3073893,4072705850.427407,2156407127.6486907,2462356343.8398833,4615623.9130434785,4615623.9130434785,8492747999.999999,8492747999.999999,0.38,0.020000000000000004,0.6
"a 0.7 - adoption 60% - Gasoline 0.38, Electric 0.02, Autonomous 0.60 - Clustering 0.3, Routing 0.03",0.6,0.7,27.6,1538541304.347826,14562416031.654919,7287306196.991613,1613622120.0,3743603318.3999996,67917602.40721105,3710930256.773702,2305432669.473752,4615623.9130434785,8492747999.999999,2931025.92,13358395219.15452,15737092400.017885,6647542254.539099,7930069952.964086,1613622120.0,1613622120.0,3743603318.3999996,3743603318.3999996,65823227.267611496,70147683.25881791,3388990783.1122236,4023849965.0058446,2154630324.3636823,2452530452.8875213,4615623.9130434785,4615623.9130434785,8492747999.999999,8492747999.999999,0.38,0.020000000000000004,0.6
"a 0.7 - adoption 60% - Gasoline 0.38, Electric 0.02, Autonomous 0.60 - Clustering 0.3, Routing 0.03",0.6,0.7,27.6,1538541304.347826,14588851969.988367,7308198563.617113,1613622120.0,3743603318.3999996,68013380.20162556,3718962438.714526,2315558016.7999253,4615623.9130434785,8492747999.999999,2931025.92,13328126636.508347,15871280929.350307,6660871789.789283,7965095836.184813,1613622120.0,1613622120.0,3743603318.3999996,3743603318.3999996,65788913.756549045,70301416.41901481,3379221084.3941345,4059204683.9723406,2161449195.025237,2472226255.4315257,4615623.9130434785,4615623.9130434785,8492747999.999999,8492747999.999999,0.38,0.020000000000000004,0.6
"a 0.7 - adoption 60% - Gasoline 0.38, Electric 0.02, Autonomous 0.60 - Clustering 0.3, Routing 0.03",0.6,0.7,27.6,1538541304.347826,14601084423.389912,7310322946.245656,1613622120.0,3743603318.3999996,67962361.06497335,3722316367.740196,2306095107.644413,4615623.9130434785,8492747999.999999,2931025.92,13404387883.230772,15851984655.669916,6686425565.394498,7975346850.309786,1613622120.0,1613622120.0,3743603318.3999996,3743603318.3999996,65836529.12189949,70241649.66818114,3400677678.328406,4059703085.033547,2152331452.3626914,2454105044.211727,4615623.9130434785,4615623.9130434785,8492747999.999999,8492747999.999999,0.38,0.020000000000000004,0.6
"a 0.7 - adoption 60% - Gasoline 0.38, Electric 0.02, Autonomous 0.60 - Clustering 0.3, Routing 0.03",0.6,0.7,27.6,1538541304.347826,14575621182.796059,7298707486.278492,1613622120.0,3743603318.3999996,68055319.73391734,3718791771.864775,2309981920.1366496,4615623.9130434785,8492747999.999999,2931025.92,13376911644.148432,15726541212.933544,6703255745.404415,7893643528.950853,1613622120.0,1613622120.0,3743603318.3999996,3743603318.3999996,65931753.00920152,70245944.19032675,3410216530.332999,4038344091.850161,2155522583.000049,2458192825.586294,4615623.9130434785,4615623.9130434785,8492747999.999999,8492747999.999999,0.38,0.020000000000000004,0.6
"a 0.7 - adoption 60% - Gasoline 0.38, Electric 0.02, Autonomous 0.60 - Clustering 0.3, Routing 0.03",0.6,0.7,27.6,1538541304.347826,14589325257.205667,7303511025.02644,1613622120.0,3743603318.3999996,68040469.78331116,3721583976.205155,2309899966.7006474,4615623.9130434785,8492747999.999999,2931025.92,13365490979.333742,15730300799.640219,6652499756.285021,7931602320.68631,1613622120.0,1613622120.0,3743603318.3999996,3743603318.3999996,65902896.73811731,70375339.89419945,3395200004.03816,4041446046.747076,2157461637.9674716,2452351760.6077056,4615623.9130434785,4615623.9130434785,8492747999.999999,8492747999.999999,0.38,0.020000000000000004,0.6
"a 0.7 - adoption 60% - Gasoline 0.38, Electric 0.02, Autonomous 0.60 - Clustering 0.3, Routing 0.03",0.6,0.7,27.6,1538541304.347826,14580765334.446218,7295715158.530205,1613622120.0,3743603318.3999996,67935869.03986995,3716356491.025004,2305218901.5144467,4615623.9130434785,8492747999.999999,2931025.92,13342777419.551329,15845959816.892769,6657347970.831886,7958305900.33577,1613622120.0,1613622120.0,3743603318.3999996,3743603318.3999996,65645739.29810237,70277196.30488706,3395985834.097293,4077891209.455467,2149709869.347568,2458920155.4028125,4615623.9130434785,4615623.9130434785,8492747999.999999,8492747999.999999,0.38,0.020000000000000004,0.6
"a 0.7 - adoption 60% - Gasoline 0.38, Electric 0.02, Autonomous 0.60 - Clustering 0.3, Routing 0.03",0.6,0.7,27.6,1538541304.347826,14587920458.70313,7304437356.040812,1613622120.0,3743603318.3999996,67971282.90735054,3718946480.3696337,2307308119.8156595,4615623.9130434785,8492747999.999999,2931025.92,13314246650.384838,15772581390.943333,6668973556.479233,7918898357.930149,1613622120.0,1613622120.0,3743603318.3999996,3743603318.3999996,65815363.4280401,70143938.75993289,3395256701.032135,4030613180.6205463,2152758733.624635,2462594138.3065696,4615623.9130434785,4615623.9130434785,8492747999.999999,8492747999.999999,0.38,0.020000000000000004,0.6
"a 0.7 - adoption 60% - Gasoline 0.38, Electric 0.02, Autonomous 0.60 - Clustering 0.3, Routing 0.03",0.6,0.7,27.6,1538541304.347826,14616335798.732328,7309397765.680543,1613622120.0,3743603318.3999996,68076889.16869421,3728924965.04438,2313563688.30295,4615623.9130434785,8492747999.999999,2931025.92,13381121715.046759,15820661783.209436,6684030638.997948,7951117527.939972,1613622120.0,1613622120.0,3743603318.3999996,3743603318.3999996,65815844.28472255,70343562.81704476,3408640486.7990465,4065490312.433649,2163913050.5638003,2463975200.8455515,4615623.9130434785,4615623.9130434785,8492747999.999999,8492747999.999999,0.38,0.020000000000000004,0.6
"a 0.7 - adoption 60% - Gasoline 0.38, Electric 0.02, Autonomous 0.60 - Clustering 0.3, Routing 0.05",0.6,0.7,27.6,1538541304.347826,14565695029.734682,7294359350.365407,1613622120.0,3743603318.3999996,68001092.59407602,3714637037.041205,2307344986.6642995,4615623.9130434785,8492747999.999999,2931025.92,13296388632.28576,15778905705.031708,6642018515.4722395,7922514277.785862,1613622120.0,1613622120.0,3743603318.3999996,3743603318.3999996,65847181.61192474,70145395.73788494,3389740198.2484145,4049662587.5303435,2147015438.437899,2457298448.273763,4615623.9130434785,4615623.9130434785,8492747999.999999,8492747999.999999,0.38,0.020000000000000004,0.6
"a 0.7 - adoption 60% - Gasoline 0.38, Electric 0.02, Autonomous 0.60 - Clustering 0.3, Routing 0.05",0.6,0.7,27.6,1538541304.347826,14579573385.692905,7303844692.198934,1613622120.0,3743603318.3999996,67962674.31533086,3717638230.170028,2303474134.5556216,4615623.9130434785,8492747999.999999,2931025.92,13411129762.734882,15802177661.9223,6693659000.160477,7948071620.106526,1613622120.0,1613622120.0,3743603318.3999996,3743603318.3999996,65851970.91277009,70215949.86559229,3399471690.6272793,4050475333.0381413,2142172711.4491076,2457078140.164007,4615623.9130434785,4615623.9130434785,8492747999.999999,8492747999.999999,0.38,0.020000000000000004,0.6
"a 0.7 - adoption 60% - Gasoline 0.38, Electric 0.02, Autonomous 0.60 - Clustering 0.3, Routing 0.05",0.6,0.7,27.6,1538541304.347826,14568146128.519648,7299862605.287555,1613622120.0,3743603318.3999996,67996327.71769887,3714809566.8654103,2308628517.6302905,4615623.9130434785,8492747999.999999,2931025.92,13390166745.317026,15719386186.617659,6682482390.995796,7908830483.642763,1613622120.0,1613622120.0,3743603318.3999996,3743603318.3999996,65797556.40835068,70274980.58387892,3397267262.4359484,4033951571.6122093,2155106503.243525,2450086217.3255577,4615623.9130434785,4615623.9130434785,8492747999.999999,8492747999.999999,0.38,0.020000000000000004,0.6
"a 0.7 - adoption 60% - Gasoline 0.38, Electric 0.02, Autonomous 0.60 - Clustering 0.3, Routing 0.05",0.6,0.7,27.6,1538541304.347826,14583004352.503199,7299242092.501806,1613622120.0,3743603318.3999996,68040814.71647722,3719665080.015666,2311275576.7375264,4615623.9130434785,8492747999.999999,2931025.92,13376618517.887756,15756721484.477282,6695311556.30711,7932122642.484675,1613622120.0,1613622120.0,3743603318.3999996,3743603318.3999996,65983382.39666013,70129194.6755612,3406632014.5125113,4054734168.3764687,2160938705.0484004,2458276455.853241,4615623.9130434785,4615623.9130434785,8492747999.999999,8492747999.999999,0.38,0.020000000000000004,0.6
"a 0.7 - adoption 60% - Gasoline 0.38, Electric 0.02, Autonomous 0.60 - Clustering 0.3, Routing 0.05",0.6,0.7,27.6,1538541304.347826,14590764593.054363,7308752893.704454,1613622120.0,3743603318.3999996,67978229.6319625,3720060070.3442297,2307464347.6901655,4615623.9130434785,8492747999.999999,2931025.92,13489173914.282438,15756105309.898872,6736371963.87848,7923945483.139198,1613622120.0,1613622120.0,3743603318.3999996,3743603318.3999996,65674338.41905051,70319105.39314017,3422009676.61028,4031823934.203519,2167338104.041561,2449201744.394802,4615623.9130434785,4615623.9130434785,8492747999.999999,8492747999.999999,0.38,0.020000000000000004,0.6
"a 0.7 - adoption 60% - Gasoline 0.38, Electric 0.02, Autonomous 0.60 - Clustering 0.3, Routing 0.05",0.6,0.7,27.6,1538541304.347826,14582696498.961723,7300847759.937339,1613622120.0,3743603318.3999996,68006736.32248853,3718819675.2077713,2308416883.2521048,4615623.9130434785,8492747999.999999,2931025.92,13363564558.471992,15788794581.074457,6654477786.031566,7920156845.8252325,1613622120.0,1613622120.0,3743603318.3999996,3743603318.3999996,65816775.29801475,70203117.12638476,3396398930.2042384,4040397038.7226863,2163921798.1003823,2454179464.381256,4615623.9130434785,4615623.9130434785,8492747999.999999,8492747999.999999,0.38,0.020000000000000004,0.6
"a 0.7 - adoption 60% - Gasoline 0.38, Electric 0.02, Autonomous 0.60 - Clustering 0.3, Routing 0.05",0.6,0.7,27.6,1538541304.347826,14619116732.657082,7320877650.1163025,1613622120.0,3743603318.3999996,67899360.64521399,3723886648.8083606,2308442891.134487,4615623.9130434785,8492747999.999999,2931025.92,13348569091.415443,15861619016.878557,6664065746.882882,8007635320.833683,1613622120.0,1613622120.0,3743603318.3999996,3743603318.3999996,65661835.8997125,70179003.38932404,3384084779.9965124,4072236157.798111,2154784883.469779,2463505467.28001,4615623.9130434785,4615623.9130434785,8492747999.999999,8492747999.999999,0.38,0.020000000000000004,0.6
"a 0.7 - adoption 60% - Gasoline 0.38, Electric 0.02, Autonomous 0.60 - Clustering 0.3, Routing 0.05",0.6,0.7,27.6,1538541304.347826,14607935005.296457,7310545851.10438,1613622120.0,3743603318.3999996,68017766.10902224,3725115350.6353016,2311707233.883445,4615623.9130434785,8492747999.999999,2931025.92,13397542850.957891,15825716502.690624,6660814137.393323,7973415341.08038,1613622120.0,1613622120.0,3743603318.3999996,3743603318.3999996,65863522.36427445,70232810.04118437,3402068169.497474,4055225108.4333353,2154810244.3553634,2455729431.4780755,4615623.9130434785,4615623.9130434785,8492747999.999999,8492747999.999999,0.38,0.020000000000000004,0.6
"a 0.7 - adoption 60% - Gasoline 0.38, Electric 0.02, Autonomous 0.60 - Clustering 0.3, Routing 0.05",0.6,0.7,27.6,1538541304.347826,14580955100.34025,7307339488.81579,1613622120.0,3743603318.3999996,67993160.5964959,3716634637.055228,2312728964.408658,4615623.9130434785,8492747999.999999,2931025.92,13391560540.297876,15769502521.777645,6692989527.077577,7974989907.848187,1613622120.0,1613622120.0,3743603318.3999996,3743603318.3999996,65894406.03296663,70298494.88948643,3413139022.0953627,4038347106.2596793,2159873397.0977454,2455989011.5636053,4615623.9130434785,4615623.9130434785,8492747999.999999,8492747999.999999,0.38,0.020000000000000004,0.6
"a 0.7 - adoption 60% - Gasoline 0.38, Electric 0.02, Autonomous 0.60 - Clustering 0.3, Routing 0.05",0.6,0.7,27.6,1538541304.347826,14585425432.796043,7302460944.122669,1613622120.0,3743603318.3999996,67994106.1081762,3718935736.710014,2308873252.0967793,4615623.9130434785,8492747999.999999,2931025.92,13362377230.482576,15808913780.442463,6694131531.521574,7947764591.6753235,1613622120.0,1613622120.0,3743603318.3999996,3743603318.3999996,65782765.58950845,70299478.81519838,3385034752.0592537,4035273231.868986,2159980350.366589,2460379763.1437807,4615623.9130434785,4615623.9130434785,8492747999.999999,8492747999.999999,0.38,0.020000000000000004,0.6
"a 0.7 - adoption 60% - Gasoline 0.38, Electric 0.02, Autonomous 0.60 - Clustering 0.3, Routing 0.07",0.6,0.7,27.6,1538541304.347826,14616887905.058079,7320373705.393028,1613622120.0,3743603318.3999996,68014548.79089077,3726997066.599898,2311414317.9634748,4615623.9130434785,8492747999.999999,2931025.92,13462391011.43144,15891569205.627836,6694043733.703771,7989216493.577775,1613622120.0,1613622120.0,3743603318.3999996,3743603318.3999996,65665533.25027858,70260164.9008235,3421583534.393551,4071783781.1494794,2156397135.6326556,2469567657.247285,4615623.9130434785,4615623.9130434785,8492747999.999999,8492747999.999999,0.38,0.020000000000000004,0.6
"a 0.7 - adoption 60% - Gasoline 0.38, Electric 0.02, Autonomous 0.60 - Clustering 0.3, Routing 0.07",0.6,0.7,27.6,1538541304.347826,14577311490.24241,7296710413.997969,1613622120.0,3743603318.3999996,67999077.17740333,3716960977.0702996,2309739182.8075824,4615623.9130434785,8492747999.999999,2931025.92,13394804594.986101,15794087699.645304,6702176932.836542,7958087562.098749,1613622120.0,1613622120.0,3743603318.3999996,3743603318.3999996,65883707.290724374,70183613.35415357,3407003388.5630517,4044994076.2643147,2160198070.7966337,2467603194.8570886,4615623.9130434785,4615623.9130434785,8492747999.999999,8492747999.999999,0.38,0.020000000000000004,0.6
"a 0.7 - adoption 60% - Gasoline 0.38, Electric 0.02, Autonomous 0.60 - Clustering 0.3, Routing 0.07",0.6,0.7,27.6,1538541304.347826,14616754286.267904,7319528767.613257,1613622120.0,3743603318.3999996,67978686.78729416,3727011208.412149,2306662756.5851574,4615623.9130434785,8492747999.999999,2931025.92,13396078041.421965,15897222999.565443,6684960851.815208,7974642124.728877,1613622120.0,1613622120.0,3743603318.3999996,3743603318.3999996,65802928.6651776,70236477.91665393,3398302768.65412,4057078943.666516,2152736665.465023,2457705443.9834285,4615623.9130434785,4615623.9130434785,8492747999.999999,8492747999.999999,0.38,0.020000000000000004,0.6
"a 0.7 - adoption 60% - Gasoline 0.38, Electric 0.02, Autonomous 0.60 - Clustering 0.3, Routing 0.07",0.6,0.7,27.6,1538541304.347826,14628344127.158789,7327865311.171951,1613622120.0,3743603318.3999996,67922284.83492538,3727147621.889421,2308296583.4152336,4615623.9130434785,8492747999.999999,2931025.92,13389095714.922298,15824513995.455948,6670944122.090294,7954000429.667949,1613622120.0,1613622120.0,3743603318.3999996,3743603318.3999996,65804236.92349351,70131500.6526438,3401625581.085018,4052932805.958659,2155471677.5542316,2457703162.688177,4615623.9130434785,4615623.9130434785,8492747999.999999,8492747999.999999,0.38,0.020000000000000004,0.6
"a 0.7 - adoption 60% - Gasoline 0.38, Electric 0.02, Autonomous 0.60 - Clustering 0.3, Routing 0.07",0.6,0.7,27.6,1538541304.347826,14611533965.189789,7312152493.932701,1613622120.0,3743603318.3999996,67904046.93343432,3722226055.842419,2308485506.095096,4615623.9130434785,8492747999.999999,2931025.92,13432641215.58301,15752751429.886234,6690336595.301931,7925650626.736849,1613622120.0,1613622120.0,3743603318.3999996,3743603318.3999996,65770764.150963254,69999583.32267134,3391430362.7308774,4041922920.437288,2160457067.049465,2448308501.6817756,4615623.9130434785,4615623.9130434785,8492747999.999999,8492747999.999999,0.38,0.020000000000000004,0.6
"a 0.7 - adoption 60% - Gasoline 0.38, Electric 0.02, Autonomous 0.60 - Clustering 0.3, Routing 0.07",0.6,0.7,27.6,1538541304.347826,14618569875.013538,7314906410.869914,1613622120.0,3743603318.3999996,67986058.09082681,3728192151.414139,2305002431.0298815,4615623.9130434785,8492747999.999999,2931025.92,13412332120.520346,15800759040.601175,6697643356.150205,7951159612.546995,1613622120.0,1613622120.0,3743603318.3999996,3743603318.3999996,65748970.6589932,70378957.30175923,3406534006.3598356,4044460266.8999577,2150812311.388778,2448588007.4341025,4615623.9130434785,4615623.9130434785,8492747999.999999,8492747999.999999,0.38,0.020000000000000004,0.6
"a 0.7 - adoption 60% - Gasoline 0.38, Electric 0.02, Autonomous 0.60 - Clustering 0.3, Routing 0.07",0.6,0.7,27.6,1538541304.347826,14610062074.758158,7318074463.271194,1613622120.0,3743603318.3999996,67998533.78820294,3727053327.3196526,2303184932.209633,4615623.9130434785,8492747999.999999,2931025.92,13384908251.015566,15835704699.543798,6663101198.674399,7996502092.341783,1613622120.0,1613622120.0,3743603318.3999996,3743603318.3999996,65857612.26518695,70212825.20014772,3394833912.739233,4054938681.4407797,2151153871.3796163,2453229073.503632,4615623.9130434785,4615623.9130434785,8492747999.999999,8492747999.999999,0.38,0.020000000000000004,0.6
"a 0.7 - adoption 60% - Gasoline 0.38, Electric 0.02, Autonomous 0.60 - Clustering 0.3, Routing 0.07",0.6,0.7,27.6,1538541304.347826,14624499094.455618,7319672955.474246,1613622120.0,3743603318.3999996,67908137.96102275,3726229076.628788,2306977235.875332,4615623.9130434785,8492747999.999999,2931025.92,13412277411.414627,15808208769.610292,6695906113.614379,7946325861.011756,1613622120.0,1613622120.0,3743603318.3999996,3743603318.3999996,65635324.03207585,70201200.64428893,3405304322.8255196,4046663041.2505674,2149123196.5535626,2458246145.9677534,4615623.9130434785,4615623.9130434785,8492747999.999999,8492747999.999999,0.38,0.020000000000000004,0.6
"a 0.7 - adoption 60% - Gasoline 0.38, Electric 0.02, Autonomous 0.60 - Clustering 0.3, Routing 0.07",0.6,0.7,27.6,1538541304.347826,14568886926.383434,7293063536.8786125,1613622120.0,3743603318.3999996,67976111.19616541,3714331707.2330384,2308141256.0474873,4615623.9130434785,8492747999.999999,2931025.92,13415356437.117252,15759233728.543938,6700675943.256709,7976390636.79286,1613622120.0,1613622120.0,3743603318.3999996,3743603318.3999996,65769139.75654208,70123665.69686505,3399887269.121631,4058109148.7741785,2159623258.2941384,2449172966.468578,4615623.9130434785,4615623.9130434785,8492747999.999999,8492747999.999999,0.38,0.020000000000000004,0.6
"a 0.7 - adoption 60% - Gasoline 0.38, Electric 0.02, Autonomous 0.60 - Clustering 0.3, Routing 0.07",0.6,0.7,27.6,1538541304.347826,14603750216.398907,7316165206.501616,1613622120.0,3743603318.3999996,68015568.28967732,3723732851.6031666,2311206807.0919394,4615623.9130434785,8492747999.999999,2931025.92,13388814754.78424,15816730454.640348,6691874826.691917,7948167975.970533,1613622120.0,1613622120.0,3743603318.3999996,3743603318.3999996,65783001.37700038,70418781.52647926,3403626160.64144,4039478469.3280497,2157934805.594922,2470680925.0257845,4615623.9130434785,4615623.9130434785,8492747999.999999,8492747999.999999,0.38,0.020000000000000004,0.6
"a 0.7 - adoption 70% - Gasoline 0.29, Electric 0.02, Autonomous 0.70 - Clustering 0.1, Routing 0.03",0.7,0.7,29.725738923396047,1488530510.9112487,17667076541.38443,8845065762.594383,1261058576.385428,2925655897.214193,39819338.414393075,5401640797.621925,2602215948.4999633,5209856.78818937,9586136490.26844,2931025.92,16173300328.52323,19098683253.49094,8053742677.323509,9606106001.756516,1261058576.385428,1261058576.385428,2925655897.214193,2925655897.214193,38573985.91473015,41126816.76723288,4918051118.350288,5872138363.422911,2431372660.2906046,2767894386.8327336,5209856.78818937,5209856.78818937,9586136490.26844,9586136490.26844,0.28500000000000003,0.015000000000000003,0.7
"a 0.7 - adoption 70% - Gasoline 0.29, Electric 0.02, Autonomous 0.70 - Clustering 0.1, Routing 0.03",0.7,0.7,29.725738923396047,1488530510.9112487,17673414089.936256,8846311368.194727,1261058576.385428,2925655897.214193,39840296.31376242,5404773287.237715,2604543927.009138,5209856.78818937,9586136490.26844,2931025.92,16191916701.998806,19119390784.36375,8063864650.445754,9653337076.240633,1261058576.385428,1261058576.385428,2925655897.214193,2925655897.214193,38564021.50373911,41070602.442473054,4923365720.95337,5884664900.128137,2430206717.934248,2780755850.3289127,5209856.78818937,5209856.78818937,9586136490.26844,9586136490.26844,0.28500000000000003,0.015000000000000003,0.7
"a 0.7 - adoption 70% - Gasoline 0.29, Electric 0.02, Autonomous 0.70 - Clustering 0.1, Routing 0.03",0.7,0.7,29.725738923396047,1488530510.9112487,17631270642.53845,8837275338.506947,1261058576.385428,2925655897.214193,39811315.22459149,5388989593.275851,2606135901.432252,5209856.78818937,9586136490.26844,2931025.92,16152066828.343977,19086203878.116024,8084111436.827901,9621643684.924139,1261058576.385428,1261058576.385428,2925655897.214193,2925655897.214193,38471780.38472141,41185904.67278043,4918085899.523228,5878308263.297367,2439261684.8263903,2769704071.8783355,5209856.78818937,5209856.78818937,9586136490.26844,9586136490.26844,0.28500000000000003,0.015000000000000003,0.7
"a 0.7 - adoption 70% - Gasoline 0.29, Electric 0.02, Autonomous 0.70 - Clustering 0.1, Routing 0.03",0.7,0.7,29.725738923396047,1488530510.9112487,17657601510.167145,8845735479.960112,1261058576.385428,2925655897.214193,39875644.87841418,5404385808.903623,2601084672.9644365,5209856.78818937,9586136490.26844,2931025.92,16218803106.739553,19104153017.856087,8126619459.267761,9643778778.562672,1261058576.385428,1261058576.385428,2925655897.214193,2925655897.214193,38589299.75036341,41213889.731815144,4940998670.29682,5894673988.600522,2434119994.091028,2779862644.2994213,5209856.78818937,5209856.78818937,9586136490.26844,9586136490.26844,0.28500000000000003,0.015000000000000003,0.7
"a 0.7 - adoption 70% - Gasoline 0.29, Electric 0.02, Autonomous 0.70 - Clustering 0.1, Routing 0.03",0.7,0.7,29.725738923396047,1488530510.9112487,17622618256.16543,8827189261.158907,1261058576.385428,2925655897.214193,39818381.44566057,5386465792.867048,2607164203.844053,5209856.78818937,9586136490.26844,2931025.92,16167945750.60406,19030646370.44317,8060862558.32308,9592582098.2785,1261058576.385428,1261058576.385428,2925655897.214193,2925655897.214193,38542154.28717857,41234663.65415854,4930919306.112352,5845839972.609731,2443181031.943204,2780479107.3273244,5209856.78818937,5209856.78818937,9586136490.26844,9586136490.26844,0.28500000000000003,0.015000000000000003,0.7
"a 0.7 - adoption 70% - Gasoline 0.29, Electric 0.02, Autonomous 0.70 - Clustering 0.1, Routing 0.03",0.7,0.7,29.725738923396047,1488530510.9112487,17613261902.853317,8822277529.0632,1261058576.385428,2925655897.214193,39878478.29527216,5389487272.908298,2606657614.020012,5209856.78818937,9586136490.26844,2931025.92,16164839373.592089,19053094142.883205,8067513228.585433,9583111919.670034,1261058576.385428,1261058576.385428,2925655897.214193,2925655897.214193,38666435.18180456,41208903.22782537,4911055868.483615,5850674224.661358,2439610111.6595693,2785580953.089356,5209856.78818937,5209856.78818937,9586136490.26844,9586136490.26844,0.28500000000000003,0.015000000000000003,0.7
"a 0.7 - adoption 70% - Gasoline 0.29, Electric 0.02, Autonomous 0.70 - Clustering 0.1, Routing 0.03",0.7,0.7,29.725738923396047,1488530510.9112487,17625061744.56075,8828614485.889523,1261058576.385428,2925655897.214193,39793014.21847449,5385411939.069857,2605658240.5119033,5209856.78818937,9586136490.26844,2931025.92,16169915093.34229,19037436067.71256,8051790616.0395,9612375952.685408,1261058576.385428,1261058576.385428,2925655897.214193,2925655897.214193,38573589.1634532,41057645.9923619,4924462595.847169,5832933753.689481,2431463734.316504,2782869420.22599,5209856.78818937,5209856.78818937,9586136490.26844,9586136490.26844,0.28500000000000003,0.015000000000000003,0.7
"a 0.7 - adoption 70% - Gasoline 0.29, Electric 0.02, Autonomous 0.70 - Clustering 0.1, Routing 0.03",0.7,0.7,29.725738923396047,1488530510.9112487,17618375110.116383,8812315785.208448,1261058576.385428,2925655897.214193,39816717.857696496,5386378596.797975,2602522682.8517685,5209856.78818937,9586136490.26844,2931025.92,16212321352.690529,19031794098.107944,8066348924.453763,9595192901.075836,1261058576.385428,1261058576.385428,2925655897.214193,2925655897.214193,38585269.66926825,41122211.58051808,4939659090.464677,5840419026.474745,2422116916.723897,2775644775.4913263,5209856.78818937,5209856.78818937,9586136490.26844,9586136490.26844,0.28500000000000003,0.015000000000000003,0.7
